Description,Price,Auction,Lot number,Condition,Damage,Mileage,Date of sale
Volvo Vn 2011 Unknown vin: 4V4NC9EJ1BN534377,2000,IAAI,27167135,Unknown,Front End,Odometer Not Required/Exempt miles (Actual),08.10.2020
Volvo Xc60 T6 2010 Black 3.0L 6 vin: YV4992DZ5A2106948,3950,Copart,49830470,Run And Drive,Side,95122 miles (Actual),07.10.2020
Volvo Xc70 2008 Tan 3.2L 6 vin: YV4BZ982381028032,1700,Copart,49224150,Run And Drive,Rear End,162184 miles (Actual),07.10.2020
Volvo S40 2.4I 2009 Silver 2.4L 5 vin: YV1MS382892455323,525,Copart,49183580,Engine Start Program,Undercarriage,205037 miles (Actual),07.10.2020
Volvo S40 T5 2011 Black 2.5L 5 vin: YV1672MS1B2545770,450,Copart,49063160,Enhanced Vehicles,Front End,177596 miles (Actual),07.10.2020
Volvo C30 T5 2010 Red 2.5L 5 vin: YV1672MK0A2173742,2450,Copart,48932470,Run And Drive,Hail,110814 miles (Exempt),07.10.2020
Volvo C30 T5 2008 Silver 2.5L 5 vin: YV1MK672682079786,650,Copart,48729680,Unknown,Mechanical,193431 mile (Exempt),06.10.2020
Volvo S60 T5 2012 White 2.4L 5 vin: YV1622FS6C2054818,2900,Copart,48583670,Run And Drive,Side,61233 miles (Actual),07.10.2020
Volvo S60 T5 2012 Black 2.4L 5 vin: YV1622FS3C2039788,700,Copart,48429450,Unknown,Front End,182858 miles (Actual),07.10.2020
Volvo C70 T5 2011 Red 2.5L 5 vin: YV1672MC7BJ110248,1850,Copart,48005630,Run And Drive,Undercarriage,131990 miles (Actual),07.10.2020
Volvo Xc60 T6 Momentum 2018 Silver 2.0L 4 vin: YV4A22RK0J1006145,17000,Copart,47931400,Run And Drive,Water/Flood,24397 miles (Actual),07.10.2020
Volvo C30 T5 2008 White 2.5L 5 vin: YV1MK672682050143,2400,Copart,47768840,Run And Drive,Water/Flood,133355 miles (Exempt),07.10.2020
Volvo S90 T5 Momentum 2018 Silver 2.0L 4 vin: LVY982MK2JP015351,11000,Copart,47535320,Run And Drive,Rear End,50148 miles (Actual),07.10.2020
Volvo V60 Cross Country T5 2020 Gray 2.0L 4 vin: YV4102WK4L1041428,16800,Copart,46803410,Unknown,Rear End,11382 miles (Actual),07.10.2020
Volvo S40 2.4I 2008 Black 2.4L 5 vin: YV1MS382082373472,1050,Copart,46793860,Enhanced Vehicles,Minor Dent/Scratches,96025 miles (Actual),06.10.2020
Volvo S40 2.4I 2008 White 2.4L 5 vin: YV1MS382582401055,400,Copart,46675390,Run And Drive,All Over,171906 miles (Exempt),06.10.2020
Volvo Xc90 R Design 2011 White 3.2L 6 vin: YV4952CT0B1604037,675,Copart,46542200,Engine Start Program,Rollover,139047 miles (Actual),07.10.2020
Volvo V60 Platinum 2015 Black 2.0L 4 vin: YV140MED1F1191980,3000,Copart,46380570,Run And Drive,Side,75158 miles (Actual),07.10.2020
Volvo V70 3.2 2010 Silver 3.2L 6 vin: YV1960BW7A1143802,2700,Copart,45656320,Run And Drive,Side,91771 mile (Actual),07.10.2020
Volvo Xc70 3.2 2010 Gray 3.2L 6 vin: YV4960BZ5A1078834,2000,Copart,45551420,Run And Drive,Top/Roof,53794 miles (Actual),06.10.2020
Volvo S90 T5 Momentum 2017 Gray 2.0L 4 vin: YV1102AK7H1012873,17600,Copart,43237340,Run And Drive,Side,38185 miles (Actual),07.10.2020
Volvo Xc60 T5 Momentum 2020 White 2.0L 4 vin: YV4102RK1L1411777,24300,Copart,42442730,Run And Drive,Rear End,6315 miles (Actual),07.10.2020
Volvo Xc90 3.2 2011 Black 3.2L 6 vin: YV4952CZ8B1574998,2600,Copart,36139130,Engine Start Program,Front End,92038 miles (Actual),07.10.2020
Volvo Xc90 I6 2010 Dark Blue 3.2L vin: YV4982CZ9A1539554,3500,IAAI,28635232,Run and Drive,Mechanical,27627 miles (Not Required/Exempt),07.10.2020
Volvo Xc90 T6 Momentum 2016 White 2.0L vin: YV4A22PK0G1054904,18125,IAAI,28536334,Run and Drive,Right Front,39327 miles (Actual),07.10.2020
Volvo S60 T5 2013 White 2.5L vin: YV1612FSXD1211874,1675,IAAI,28679659,Run and Drive,Front End,126719 miles (Actual),07.10.2020
Volvo C70 2009 Black 2.5L vin: YV1MC67279J071460,1075,IAAI,28638290,Run and Drive,Front End,170213 miles (Actual),07.10.2020
Volvo Xc90 I6 2008 Blue 3.2L vin: YV4CY982781441577,575,IAAI,28634727,Run and Drive,Left Side,244363 miles (Not Required/Exempt),07.10.2020
Volvo S40 2.4L 2009 Black 2.4L vin: YV1MS382892465883,775,IAAI,28627998,Starts,Front End,88798 miles (Not Required/Exempt),07.10.2020
Volvo Xc60 3.2L 2013 White 3.2L vin: YV4940DZ8D2393712,5500,IAAI,28576769,Run and Drive,Left Side,77102 miles (Actual),07.10.2020
Volvo C70 2009 Silver 2.5L vin: YV1MC672X9J078385,1300,IAAI,28552653,Stationary,Mechanical,131664 miles (Not Required/Exempt),07.10.2020
Volvo Vn Vnl 2011 Green vin: 4V4NC9EJ7BN533864,5500,IAAI,28512206,Unknown,Mechanical,785595 miles (Actual),07.10.2020
Volvo S60 T5 2012 Silver 2.5L vin: YV1622FS1C2039644,1450,IAAI,28501323,Starts,Front End,54690 miles (Actual),07.10.2020
Volvo Xc90 I6 2010 Black 3.2L vin: YV4982CY1A1547753,1075,IAAI,28494030,Starts,Left Front,126141 mile (Actual),07.10.2020
Volvo S60 2.5T 2009 Silver 2.5L vin: YV1RH592692738138,425,IAAI,28468769,Run and Drive,Front End,203018 miles (Actual),07.10.2020
Volvo S60 T6 R-Design Platinum 2016 Black 3.0L vin: YV1902TS0G2401296,7250,IAAI,28423934,Run and Drive,Front End,38280 miles (Actual),07.10.2020
Volvo Xc90 Inscription 2018 Black 2.0L vin: YV4A22PL9J1199892,24975,IAAI,28413616,Stationary,Front End,16421 mile (Actual),07.10.2020
Volvo S60 Inscription Platinum 2017 White 2.0L vin: LYV402TMXHB142222,7275,IAAI,28407273,Run and Drive,Front End,37870 miles (Actual),07.10.2020
Volvo Vn Vnm 2008 White vin: 4V4MC9GF48N489187,1625,IAAI,28379066,Run and Drive,Right Front,490341 mile (Not Required/Exempt),07.10.2020
Volvo Xc90 Momentum 2019 Silver 2.0L vin: YV4A22PK2K1416515,25200,IAAI,28374248,Stationary,Normal Wear and Tear,33464 miles (Actual),07.10.2020
Volvo S40 2010 White 2.4L vin: YV1382MS5A2501382,300,IAAI,28358403,Stationary,Front End,155356 miles (Not Required/Exempt),07.10.2020
Volvo C70 2011 Blue 2.5L vin: YV1672MC7BJ116504,1675,IAAI,28358061,Run and Drive,Left Rear,139305 miles (Actual),07.10.2020
Volvo S60 Dynamic 2017 White 2.0L vin: YV126MFL2H2422667,6050,IAAI,28340996,Run and Drive,Front End,30066 miles (Actual),07.10.2020
Volvo S80 3.2L 2012 White 3.2L vin: YV1940AS9C1158485,375,IAAI,28313274,Stationary,Mechanical,185463 miles (Actual),07.10.2020
Volvo S60 Inscription 2017 White 2.0L vin: LYV402TK1HB133133,6050,IAAI,28298404,Run and Drive,Front End,21762 miles (Actual),07.10.2020
Volvo Vn Vnm 2011 Unknown vin: 4V4MC9DG9BN529588,25,IAAI,28279992,Unknown,Left Side,Odometer Not Required/Exempt miles (Not Actual),07.10.2020
Volvo Xc60 3.2L 2013 White 3.2L vin: YV4952DZ5D2410331,350,IAAI,28272608,Stationary,Theft,1 mile (Actual),07.10.2020
Volvo Xc90 I6 2011 Silver 3.2L vin: YV4952CZ4B1570818,1175,IAAI,28250863,Run and Drive,Front and Rear,133258 miles (Actual),07.10.2020
Volvo Vn Vnl 2008 Unknown vin: 4V4NC9GH18N484325,1300,IAAI,28246080,Unknown,Front End,Odometer Not Required/Exempt miles (Actual),07.10.2020
Volvo Vn 2016 Unknown vin: 4V4NC9EH0GN958881,18025,IAAI,28238675,Run and Drive,Unknown,Odometer Not Required/Exempt miles (Not Actual),07.10.2020
Volvo S60 T5 2012 Silver 2.5L vin: YV1622FS0C2077673,2600,IAAI,28237982,Run and Drive,Right Front,76178 miles (Actual),07.10.2020
Volvo Xc40 Momentum 2020 White 2.0L vin: YV4162UK7L2240856,16125,IAAI,28186804,Run and Drive,Front End,1256 miles (Actual),07.10.2020
Volvo Vn Vnl 2013 Unknown vin: 4V4NC9EH1DN570215,3275,IAAI,28180281,Unknown,Right Side,Odometer Not Required/Exempt miles (Actual),07.10.2020
Volvo C30 2009 Blue 2.5L vin: YV1MK672992125144,1225,IAAI,28168810,Run and Drive,Unknown,97694 miles (Actual),07.10.2020
Volvo Xc60 Momentum 2020 White 2.0L vin: YV4102DK5L1424507,13850,IAAI,28125181,Run and Drive,Left Front,999999 miles (Not Actual),07.10.2020
Volvo Vn Vnl 2016 Blue vin: 4V4NC9EJ6GN960962,25,IAAI,28068867,Unknown,Total Burn,1 mile (Not Actual),07.10.2020
Volvo Vn Vnl 2019 Unknown vin: 4V4NC9EH0KN204288,35100,IAAI,28026402,Unknown,Left and Right Side,Odometer Not Required/Exempt miles (Actual),07.10.2020
Volvo Vn Vnl 2011 Unknown vin: 4V4NC9EJ8BN535333,1600,IAAI,27908669,Unknown,Left Side,Odometer Not Required/Exempt miles (Not Actual),07.10.2020
Volvo Vn 2016 Unknown vin: 4V4NC9EH0GN180730,15050,IAAI,27873970,Starts,Rear,Odometer Not Required/Exempt miles (Actual),07.10.2020
Volvo S60 T5 2012 Black 2.5L vin: YV1622FS3C2115347,1450,IAAI,27827088,Stationary,Unknown,93563 miles (Actual),07.10.2020
Volvo Vn 2020 Unknown vin: 4V4NC9TH7LN253301,9225,IAAI,27684861,Unknown,Front and Rear,50000 miles (Not Actual),07.10.2020
Volvo Vn Vnl 2016 Unknown vin: 4V4NC9EH6GN937002,10675,IAAI,27615894,Unknown,All Over,Odometer Not Required/Exempt miles (Actual),07.10.2020
Volvo Vn Vnl 2020 Unknown vin: 4V4NC9EH2LN220414,56500,IAAI,27554978,Unknown,Front End,Odometer Not Required/Exempt miles (Not Actual),07.10.2020
Volvo Vn 2018 Unknown vin: 4V4NC9EH5JN896045,22550,IAAI,27495167,Unknown,All Over,283664 miles (Actual),07.10.2020
Volvo Vn Vnl 2015 Unknown vin: 4V4NC9EJ4FN908955,2600,IAAI,27478950,Unknown,Front End,Odometer Not Required/Exempt miles (Not Actual),07.10.2020
Volvo S40 T5 2011 White 2.5L vin: YV1672MSXB2533021,1300,IAAI,27276865,Run and Drive,Front End,119963 miles (Actual),07.10.2020
Volvo Vn 2011 Unknown vin: 4V4NC9EJ1BN534377,25,IAAI,27167135,Unknown,Front End,Odometer Not Required/Exempt miles (Not Actual),07.10.2020
Volvo S40 2.4L 2009 Gray 2.4L vin: YV1MS382392464060,325,IAAI,26338742,Stationary,Hail,161249 miles (Not Required/Exempt),07.10.2020
Volvo Vn Vnl 2012 Red vin: 4V4NC9EH8CN544127,11500,IAAI,28575765,Run and Drive,Repossession,Odometer Not Required/Exempt miles (Actual),07.10.2020
Volvo S60 2.5T 2009 Black 2.5L vin: YV1RS592X92730691,200,IAAI,28516209,Stationary,Unknown,142463 miles (Actual),07.10.2020
Volvo S60 T5 2012 Black 2.5L vin: YV1622FSXC2038363,1400,IAAI,28485352,Stationary,Unknown,175000 miles (Not Actual),07.10.2020
Volvo Xc90 2012 Black 3.2L vin: YV4952CZXC1619876,2675,IAAI,28480354,Run and Drive,Unknown,230012 miles (Actual),07.10.2020
Volvo C30 2009 Red 2.5L vin: YV1MK672892143490,1800,IAAI,28371284,Run and Drive,Repossession,159328 miles (Not Required/Exempt),07.10.2020
Volvo Xc90 3.2 2008 Black 3.2L 6 vin: YV4CY982481481325,675,Copart,50655700,Engine Start Program,Mechanical,127860 miles (Exempt),06.10.2020
Volvo Xc90 3.2 2008 Black 3.2L 6 vin: YV4CN982581433910,1250,Copart,50489440,Run And Drive,Side,226848 miles (Actual),06.10.2020
Volvo C30 T5 2009 Silver 2.5L 5 vin: YV1MK672492150520,3350,Copart,49966540,Run And Drive,Water/Flood,41799 miles (Actual),06.10.2020
Volvo S60 2.5T 2008 White 2.5L 5 vin: YV1RS592282693134,650,Copart,49787100,Run And Drive,Normal Wear,227123 miles (Exempt),05.10.2020
Volvo S60 T5 2012 Gray 2.4L 5 vin: YV1622FS7C2122883,975,Copart,49136270,Run And Drive,Front End,193810 miles (Actual),06.10.2020
Volvo Xc90 3.2 2011 Red 3.2L 6 vin: YV4952CZ1B1592646,1200,Copart,48843700,Run And Drive,Front End,181792 miles (Actual),06.10.2020
Volvo C70 T5 2011 Black 2.5L 5 vin: YV1672MC3BJ107265,2100,Copart,48384930,Enhanced Vehicles,Front End,43574 miles (Actual),05.10.2020
Volvo C70 T5 2012 Blue 2.5L 5 vin: YV1672MC4CJ126490,2000,Copart,48136880,Engine Start Program,Front End,68463 miles (Actual),06.10.2020
Volvo S60 T5 2012 Gray 2.4L 5 vin: YV1622FS9C2116003,575,Copart,48089600,Run And Drive,Front End,244996 miles (Actual),05.10.2020
Volvo S60 Premier 2015 Black 2.0L 4 vin: YV126MFB8F2302277,3300,Copart,47702050,Engine Start Program,Front End,83262 miles (Actual),06.10.2020
Volvo Xc90 T6 2017 White 2.0L 4 vin: YV4A22PK5H1113334,24400,Copart,46413300,Run And Drive,Top/Roof,30840 miles (Actual),06.10.2020
Volvo Xc60 3.2 2010 Gray 3.2L 6 vin: YV4982DL2A2051096,1400,Copart,46352420,Run And Drive,Front End,168455 miles (Actual),06.10.2020
Volvo Xc70 2008 Tan 3.2L 6 vin: YV4BZ982081005971,2100,Copart,46301210,Engine Start Program,Front End,70118 miles (Actual),06.10.2020
Volvo Xc60 T6 R-Design 2019 Gray 2.0L 4 vin: YV4A22RM9K1305006,12100,Copart,46043440,Enhanced Vehicles,Side,7546 miles (Actual),06.10.2020
Volvo Xc90 T6 2017 Gray 2.0L 4 vin: YV4A22PK6H1131518,19300,Copart,45107050,Run And Drive,Side,70990 miles (Actual),06.10.2020
Volvo S60 T5 2012 Silver 2.4L 5 vin: YV1622FS6C2118954,1800,Copart,44903810,Run And Drive,Front End,117033 miles (Actual),06.10.2020
Volvo V50 2.4I 2009 Black 2.4L 5 vin: YV1MW390192463510,625,Copart,44697680,Enhanced Vehicles,Front End,137033 miles (Actual),06.10.2020
Volvo S60 T5 2013 Black 2.5L 5 vin: YV1612FS4D2186156,825,Copart,44448770,Enhanced Vehicles,Front End,144612 miles (Actual),06.10.2020
Volvo Xc90 3.2 2010 White 3.2L 6 vin: YV4982CZXA1544570,1150,Copart,40991300,Enhanced Vehicles,Front End,110707 miles (Actual),06.10.2020
Volvo S40 2.4I 2008 Blue 2.4L 5 vin: YV1MS390182396918,450,Copart,40819520,Run And Drive,Front End,196260 miles (Actual),06.10.2020
Volvo S60 T5 2012 Blue 2.4L 5 vin: YV1622FS0C2101194,2000,Copart,40362530,Enhanced Vehicles,Mechanical,0 miles (Not Actual),06.10.2020
Volvo V70 3.2 2008 Black 3.2L 6 vin: YV1BW982381046889,500,Copart,39063980,Enhanced Vehicles,Front End,159621 mile (Exempt),06.10.2020
Volvo C70 2010 Black 2.5L vin: YV1672MC2AJ092756,725,IAAI,28637815,Stationary,Rear,113044 miles (Actual),06.10.2020
Volvo Xc60 Momentum 2019 Silver 2.0L vin: LYV102RK4KB178262,17475,IAAI,28586048,Run and Drive,Engine Damage,35354 miles (Actual),06.10.2020
Volvo C70 2009 Blue 2.5L vin: YV1MC67219J074368,1425,IAAI,28532903,Run and Drive,Right Side,155873 miles (Actual),06.10.2020
Volvo S60 2.5T 2009 Black 2.5L vin: YV1RS592X92730691,75,IAAI,28516209,Stationary,Unknown,142463 miles (Actual),06.10.2020
Volvo S80 I6 2009 White 3.2L vin: YV1AS982391101415,700,IAAI,28490348,Starts,Undercarriage,183590 miles (Actual),06.10.2020
Volvo Xc90 2012 Black 3.2L vin: YV4952CZXC1619876,2625,IAAI,28480354,Run and Drive,Unknown,230012 miles (Actual),06.10.2020
Volvo S40 2011 White 2.5L vin: YV1672MS7B2534255,700,IAAI,28475007,Starts,Front End,94502 miles (Actual),06.10.2020
Volvo S80 3.0L Turbo 2008 Blue 3.0L vin: YV1AH992781056507,1050,IAAI,28463413,Starts,Right Side,152287 miles (Actual),06.10.2020
Volvo Xc70 T5 Platinum 2016 Brown 2.5L vin: YV4612NMXG1240818,12275,IAAI,28451281,Run and Drive,Left Rear,60632 miles (Actual),06.10.2020
Volvo S60 2.5T 2008 Black 2.5L vin: YV1RH592282693875,650,IAAI,28443173,Run and Drive,Repossession,134804 miles (Not Required/Exempt),06.10.2020
Volvo S40 2.5T 2008 Gray 2.5L vin: YV1MH672882374015,1450,IAAI,28440255,Run and Drive,Left Side,137318 miles (Actual),06.10.2020
Volvo S40 2.4L 2008 Gray 2.4L vin: YV1MS382682394424,225,IAAI,28422348,Starts,Right Front,144516 miles (Not Required/Exempt),06.10.2020
Volvo S60 Inscription 2017 Silver 2.0L vin: LYV402TK1HB195146,7400,IAAI,28391531,Run and Drive,Front End,21645 miles (Actual),06.10.2020
Volvo S60 Momentum 2020 White 2.0L vin: 7JRA22TK5LG057122,6100,IAAI,28377033,Stationary,Front End,6288 miles (Actual),06.10.2020
Volvo S60 T5 2012 Black 2.5L vin: YV1622FS7C2055606,2725,IAAI,28351919,Run and Drive,Rear,106390 miles (Actual),06.10.2020
Volvo Xc60 3.2L 2012 Black 3.2L vin: YV4952DZ8C2338572,2150,IAAI,28349886,Run and Drive,Front End,153202 miles (Actual),06.10.2020
Volvo C70 2008 Gray 2.5L vin: YV1MC672X8J042923,1700,IAAI,28337342,Run and Drive,Roof,80485 miles (Not Required/Exempt),06.10.2020
Volvo S40 2.4L 2008 Silver 2.4L vin: YV1MS390182371307,525,IAAI,28326149,Run and Drive,Rear,204772 miles (Actual),06.10.2020
Volvo Xc90 2012 Black 3.2L vin: YV4952CY4C1608721,1175,IAAI,28320802,Run and Drive,Front and Rear,183271 mile (Actual),06.10.2020
Volvo S80 3.2L 2008 Black 3.2L vin: YV1AS982381067328,250,IAAI,28311501,Stationary,Flood,1 mile (Not Required/Exempt),06.10.2020
Volvo S60 T5 2012 Blue 2.5L vin: YV1622FS5C2121442,1675,IAAI,28264057,Run and Drive,Front End,160779 miles (Actual),06.10.2020
Volvo C30 2010 Silver 2.5L vin: YV1672MK5A2179777,1875,IAAI,28247822,Stationary,Undercarriage,78156 miles (Actual),06.10.2020
Volvo S60 Inscription 2018 White 2.0L vin: LYV402TKXJB168016,2675,IAAI,28244919,Stationary,Front End,15222 miles (Actual),06.10.2020
